depth,water_saturation,porosity,gamma_ray,permeability
10188.5,0.217899993,0.261234999,55.40100098,125.3123106
10189,0.220899999,0.25703001,55.9469986,116.6768291
10189.5,0.224000007,0.25703001,55.8409996,116.6768291
10190,0.216199994,0.267542988,55.69200134,139.1834102
10190.5,0.213,0.272273004,54.72100067,150.3404743
10191,0.222100005,0.258607,53.71300125,119.8596395
10191.5,0.232600004,0.247042999,53.15999985,98.00652077
10192,0.219600007,0.26176101,52.8769989,126.426339
10192.5,0.208399996,0.276477993,53.53699875,160.8282169
10193,0.211700007,0.272273004,54.44400024,150.3404743
10193.5,0.214000002,0.270170987,54.6780014,145.3001525
10194,0.215200007,0.268067986,55.06600189,140.3891472
10194.5,0.217899993,0.265439987,54.08100128,134.4335543
10195,0.220500007,0.263338,54.41199875,129.8121348
10195.5,0.227500007,0.252299994,54.9620018,107.5205826
10196,0.228100002,0.250196993,55.94800186,103.6327281
10196.5,0.226600006,0.251248002,57.1269989,105.5619162
10197,0.225500003,0.250723004,57.1570015,104.594815
10197.5,0.226300001,0.253351003,56.93000031,108.1823701
10198,0.224600002,0.26018399,55.80400085,121.6218023
10198.5,0.224199995,0.260710001,54.37200165,122.7074048
10199,0.222399995,0.262811989,53.25299835,127.120528
10199.5,0.211799994,0.269645006,53.09400177,142.3191706
10200,0.203700006,0.273324996,53.00899887,151.0657715
10200.5,0.2042,0.271221995,53.34999847,146.0180418
10201,0.198699996,0.273849994,53.20000076,152.3466701
10201.5,0.208399996,0.262286007,53.48799896,126.0049096
10202,0.202500001,0.272798985,53.81100082,149.7907627
10202.5,0.200900003,0.272273004,53.66199875,148.5241566
10203,0.207300007,0.26018399,53.45600128,121.6218023
10203.5,0.211899996,0.258080989,53.18700028,117.3554851
10204,0.207599998,0.259658009,53.62799835,120.5436973
10204.5,0.204400003,0.259133011,53.79600143,119.474987
10205,0.206900001,0.262811989,53.69100189,127.120528
10205.5,0.211700007,0.26018399,53.68500137,121.6218023
10206,0.213499993,0.258080989,53.4129982,117.3554851
10206.5,0.222200006,0.248095006,52.90499878,98.64980384
10207,0.222399995,0.249670997,52.79499817,101.4370363
10207.5,0.220400006,0.250723004,52.80599976,103.3311672
10208,0.210600004,0.259133011,53.83399963,119.474987
10208.5,0.210700005,0.262286007,54.54600143,126.0049096
10209,0.214300007,0.258607,54.83599854,118.4115718
10209.5,0.209800005,0.265965998,54.76399994,128.2619171
10210,0.219699994,0.253351003,54.34000015,103.572001
10210.5,0.215800002,0.256505013,54.65299988,109.366565
10211,0.214000002,0.258607,54.76100159,113.3652685
10211.5,0.215399995,0.25703001,56.10200119,110.3549128
10212,0.218400002,0.253876001,56.83000183,104.5196763
10212.5,0.217199996,0.253876001,56.61199951,104.5196763
10213,0.2183,0.253876001,55.61500168,104.5196763
10213.5,0.220899999,0.250196993,54.25999832,98.01758207
10214,0.221499994,0.249146,53.91199875,96.21882409
10214.5,0.222499996,0.247568995,54.36700058,93.5677786
10215,0.222100005,0.250723004,55.5340004,98.92754006
10215.5,0.2139,0.260710001,55.34000015,117.4780275
10216,0.215599999,0.258080989,55.2820015,112.3541887
10216.5,0.217700005,0.255979002,54.23400116,108.3831837
10217,0.215299994,0.260710001,53.70000076,117.4780275
10217.5,0.213799998,0.26018399,54.73099899,116.4386898
10218,0.216100007,0.25703001,53.93799973,110.3549128
10218.5,0.215200007,0.255979002,54.17699814,108.3831837
10219,0.218999997,0.255452991,53.58300018,107.4066487
10219.5,0.2192,0.255452991,53.78900147,107.4066487
10220,0.215800002,0.26018399,54.375,116.4386898
10220.5,0.2183,0.255979002,54.0909996,108.3831837
10221,0.208900005,0.265965998,53.43999863,128.2619171
10221.5,0.209099993,0.266490996,53.45000076,129.3796524
10222,0.211400002,0.264389008,53.47600174,133.9166153
10222.5,0.215900004,0.259658009,53.17100143,123.6890064
10223,0.208199993,0.268593997,52.80799866,143.5447291
10223.5,0.211999998,0.263338,52.70500183,131.5900537
10224,0.215499997,0.26018399,53.75999832,124.7952421
10224.5,0.229300007,0.247042999,55.23799896,99.34882704
10225,0.230399996,0.245992005,55.68199921,97.50253069
10225.5,0.227200002,0.246518001,55.07400131,98.42321043
10226,0.223199993,0.249146,54.13499832,103.1242405
10226.5,0.218099996,0.255452991,52.92900085,115.1149908
10227,0.216499999,0.25703001,52.43399811,118.2748454
10227.5,0.208000004,0.267017007,51.72499847,139.8732883
10228,0.214300007,0.262811989,52.45500183,130.4374443
10228.5,0.216700003,0.26018399,53.58100128,124.7952421
10229,0.210500002,0.270170987,55.35800171,147.2901963
10229.5,0.209199995,0.271748006,56.40999985,151.1108105
10230,0.202999994,0.270696014,56.31200028,148.5537814
10230.5,0.194900006,0.276477993,56.93000031,163.0309349
10231,0.200599998,0.269120008,57.20500183,144.7857646
10231.5,0.212400004,0.261234999,57.15100098,127.0285992
10232,0.210899994,0.26176101,56.4070015,128.1578857
10232.5,0.199300006,0.274901003,55.07899857,158.9788485
10233,0.197099999,0.271221995,54.49200058,149.8280447
10233.5,0.186700001,0.283836991,53.95100021,183.0067439
10234,0.197600007,0.267017007,54.36299896,139.8732883
10234.5,0.192300007,0.269645006,54.56100082,146.5287734
10235,0.194100007,0.270696014,54.79700089,149.0584597
10235.5,0.200399995,0.267542988,55.04600143,141.5689996
10236,0.199900001,0.270696014,54.80599976,149.0584597
10236.5,0.198599994,0.269645006,55.16500092,146.5287734
10237,0.198599994,0.268067986,55.70399857,142.7954025
10237.5,0.198500007,0.267017007,55.29299927,140.3484766
10238,0.199599996,0.267542988,54.10900116,141.5689996
10238.5,0.196099997,0.273324996,52.75600052,155.5340866
10239,0.202000007,0.26491499,52.02000046,135.5517669
10239.5,0.207499996,0.260710001,53.58599854,126.3369192
10240,0.204600006,0.267017007,55.8030014,140.3484766
10240.5,0.200900003,0.271748006,57.01499939,151.6241758
10241,0.203400001,0.268067986,56.28300095,142.7954025
10241.5,0.204999998,0.263338,55.15499878,132.0371015
10242,0.199599996,0.271748006,54.21099854,151.6241758
10242.5,0.2051,0.263862997,54.5320015,133.1992569
10243,0.211700007,0.255452991,54.14300156,115.5060682
10243.5,0.208000004,0.260710001,53.84000015,126.3369192
10244,0.213100001,0.254402012,53.73600006,113.4297098
10244.5,0.212300003,0.25703001,55.10699844,118.6766578
10245,0.211199999,0.260710001,55.93600082,126.3369192
10245.5,0.216100007,0.255452991,55.5719986,115.5060682
10246,0.215800002,0.251248002,55.12400055,107.3712366
10246.5,0.211400002,0.256505013,54.59199905,114.0273089
10247,0.2086,0.260710001,54.39899826,122.4844479
10247.5,0.209199995,0.259658009,55.11700058,120.3246719
10248,0.206,0.266490996,55.23199844,134.8932698
10248.5,0.207100004,0.264389008,55.7120018,130.2740902
10249,0.208199993,0.263862997,56.37599945,129.1375281
10249.5,0.2104,0.26018399,55.79700089,121.400818
10250,0.212300003,0.254402012,55.23400116,109.9708262
10250.5,0.210999996,0.258607,54.64300156,118.1964201
10251,0.206,0.265439987,54.73199844,132.5681016
10251.5,0.214900002,0.25703001,54.85699844,114.1299195
10252,0.216800004,0.255452991,53.05699921,111.0808016
10252.5,0.212099999,0.258080989,51.7140007,116.1975866
10253,0.210500002,0.26018399,50.97499847,120.4218096
10253.5,0.217800006,0.253351003,52.00400162,107.1149788
10254,0.210899994,0.26176101,54.0530014,123.66661
10254.5,0.207399994,0.263862997,55.06299973,128.0961291
10255,0.212099999,0.258080989,54.11700058,116.1975866
10255.5,0.207399994,0.263338,53.29100037,133.9752154
10256,0.203400001,0.268067986,53.10699844,144.8914328
10256.5,0.206499994,0.262811989,53.86999893,132.8017142
10257,0.207900003,0.260710001,55.79999924,128.1913626
10257.5,0.205599994,0.263338,56.56900024,133.9752154
10258,0.208700001,0.258080989,55.72999954,122.6002585
10258.5,0.209900007,0.256505013,54.98600006,119.3401804
10259,0.215599999,0.251774013,54.35300064,109.9544704
10259.5,0.210600004,0.259658009,54.29000092,125.9309559
10260,0.207599998,0.271221995,53.99700165,152.5437828
10260.5,0.191,0.278055012,53.32699966,170.1923853
10261,0.185200006,0.278580993,52.5870018,171.6134989
10261.5,0.187999994,0.277530015,52.54000092,205.3340697
10262,0.185599998,0.281208992,53.22900009,217.5833675
10262.5,0.186000004,0.285939992,53.29299927,234.1567912
10263,0.184400007,0.281735003,52.94800186,219.379858
10263.5,0.178499997,0.284363002,52.69100189,228.5276707
10264,0.177599996,0.29014501,52.81700134,249.6914452
10264.5,0.181099996,0.285939992,52.98199844,234.1567912
10265,0.184699997,0.279105991,52.97000122,210.514249
10265.5,0.179900006,0.288042009,51.86100006,241.8259235
10266,0.180800006,0.292773008,51.64400101,259.7967734
10266.5,0.179199994,0.293298006,52.72299957,261.8528379
10267,0.179700002,0.283311009,54.86500168,220.0584679
10267.5,0.187199995,0.270170987,56.7879982,178.5620725
10268,0.176200002,0.28541401,57.88899994,227.3370211
10268.5,0.176200002,0.288042009,57.35599899,236.6925323
10269,0.1796,0.283836991,55.5890007,221.8617688
10269.5,0.180600002,0.289092988,53.59600067,240.5161
10270,0.179700002,0.289618999,53.01200104,242.4476115
10270.5,0.183200002,0.286464989,53.73300171,231.0434846
10271,0.187900007,0.273849994,54.89400101,189.5112237
10271.5,0.177399993,0.278580993,54.56299973,204.3456622
10272,0.175899997,0.280158013,53.24700165,209.4847018
10272.5,0.181799993,0.279632002,52.30599976,211.6680598
10273,0.183799997,0.283836991,52.15999985,226.0355054
10273.5,0.177699998,0.286464989,52.83000183,235.3899507
10274,0.189300001,0.273849994,53.03300095,193.0763713
10274.5,0.191599995,0.278055012,53.92900085,206.4658816
10275,0.179299995,0.283836991,53.47900009,226.0355054
10275.5,0.172299996,0.292773008,53.72800064,259.0655385
10276,0.171100006,0.29014501,52.97299957,248.9886532
10276.5,0.176300004,0.281208992,52.77899933,216.9709482
10277,0.169799998,0.294874996,53.36999893,267.3499222
10277.5,0.183400005,0.283311009,54.31299973,224.1982803
10278,0.193399996,0.276477993,54.10200119,196.9278117
10278.5,0.1866,0.276477993,52.6949997,196.9278117
10279,0.182600007,0.279632002,50.98899841,207.0059345
10279.5,0.182999998,0.278055012,50.07500076,201.9183376
10280,0.178100005,0.277004004,50.95999908,198.5816711
10280.5,0.169799998,0.290670008,52.13000107,245.4491514
10281,0.172099993,0.287515998,52.54100037,233.9448143
10281.5,0.179499999,0.281208992,51.79800034,212.1920238
10282,0.180800006,0.285939992,51.09799957,228.3547859
10282.5,0.185200006,0.283836991,51.4449997,221.0569278
10283,0.177599996,0.286464989,52.50099945,230.2053354
10283.5,0.178599998,0.284363002,53.38700104,223.389716
10284,0.188199997,0.274901003,52.63899994,192.4852276
10284.5,0.176599994,0.282260001,51.90100098,216.2114399
10285,0.176300004,0.285939992,51.00899887,228.8922773
10285.5,0.186299995,0.281208992,51.16500092,212.691472
10286,0.191599995,0.272798985,50.91699982,186.0928482
10286.5,0.181400001,0.279632002,50.89099884,207.4931759
10287,0.176599994,0.284363002,51.43600082,223.389716
10287.5,0.173700005,0.290670008,51.13899994,246.0268788
10288,0.177300006,0.285939992,51.33800125,228.8922773
10288.5,0.177399993,0.279632002,52.16199875,208.5279098
10289,0.180000007,0.278055012,53.86800003,203.4029072
10289.5,0.186100006,0.278055012,55.69900131,203.4029072
10290,0.177100003,0.283311009,56.31499863,220.8722417
10290.5,0.174899995,0.275952995,55.35200119,196.7235913
10291,0.173199996,0.278580993,54.54600143,205.1013302
10291.5,0.174600005,0.279632002,53.29199982,208.5279098
10292,0.172900006,0.283836991,51.71799851,222.6822106
10292.5,0.161699995,0.298554987,51.09999847,278.1563655
10293,0.166199997,0.292773008,51.36999893,290.6577384
10293.5,0.163299993,0.293823987,51.2840004,295.2767316
10294,0.162499994,0.293823987,51.31700134,290.05804
10294.5,0.159500003,0.28856799,50.15399933,267.9124507
10295,0.167199999,0.286991,49.87900162,261.5299556
10295.5,0.165199995,0.291720986,50.35100174,281.0339451
10296,0.165999994,0.295401007,50.73300171,296.9707604
10296.5,0.1593,0.300657004,50.51499939,320.9333504
10297,0.162000001,0.290670008,49.61100006,276.6062526
10297.5,0.161500007,0.286991,48.90599823,261.5299556
10298,0.160699993,0.289618999,48.48500061,272.2325354
10298.5,0.164299995,0.28856799,49.39699936,267.9124507
10299,0.166400001,0.29014501,49.88899994,274.4147694
10299.5,0.166600004,0.292773008,50.91199875,285.5206818
10300,0.167199999,0.288042009,50.97499847,271.8548466
10300.5,0.168099999,0.287515998,50.89799881,269.6772352
10301,0.164700002,0.292246997,49.8030014,289.7554931
10301.5,0.165600002,0.294349998,47.79999924,299.0426881
10302,0.164199993,0.292246997,46.70500183,289.7554931
10302.5,0.159199998,0.29014501,46.84899902,280.6970749
10303,0.168699995,0.281208992,48.38199997,244.6019523
10303.5,0.164000005,0.297502995,50.82500076,313.3959105
10304,0.159799993,0.303285003,51.82799912,341.0951451
10304.5,0.1593,0.298554987,51.9280014,318.3013444
10305,0.156299993,0.296977997,51.61199951,310.9698084
10305.5,0.157100007,0.294349998,50.29000092,299.0426881
10306,0.165800005,0.289618999,51.11100006,259.0941892
10306.5,0.160999999,0.29014501,51.16899872,261.1711053
10307,0.164299995,0.281735003,51.40599823,229.4659312
10307.5,0.169300005,0.28541401,51.33399963,242.9460985
10308,0.169100002,0.287515998,50.6969986,250.9178323
10308.5,0.165199995,0.289092988,49.77500153,257.030059
10309,0.162100002,0.287515998,48.64400101,250.9178323
10309.5,0.165199995,0.279105991,47.67499924,220.1927224
10310,0.160999999,0.282786012,47.6629982,233.2563755
10310.5,0.157900006,0.282786012,47.71099854,233.2563755
10311,0.161599994,0.288042009,48.18799973,252.9439638
10311.5,0.164399996,0.290670008,47.91400147,263.2568249
10312,0.159899995,0.305388004,47.96900177,341.9808599
10312.5,0.1637,0.292773008,47.79600143,284.0466522
10313,0.164399996,0.283836991,47.52299881,247.8316059
10313.5,0.163299993,0.281208992,48.58300018,237.8929742
10314,0.1593,0.284887999,49.63199997,251.8949165
10314.5,0.162200004,0.281735003,51.77099991,239.8571516
10315,0.157700002,0.292246997,54.4640007,281.8080365
10315.5,0.155300006,0.304861993,55.7519989,339.3966638
10316,0.164499998,0.28856799,56.05400085,266.5293254
10316.5,0.163000003,0.281208992,54.98600006,237.8929742
10317,0.161599994,0.286464989,52.17699814,258.0880795
10317.5,0.158399999,0.294874996,50.50299835,292.0601453
10318,0.161799997,0.286464989,49.10599899,257.1462249
10318.5,0.162100002,0.283311009,48.74599838,244.9201479
10319,0.161799997,0.282786012,49.84899902,242.9294612
10319.5,0.162499994,0.285939992,51.4109993,255.0791059
10320,0.169499993,0.279105991,53.16899872,229.3240616
10320.5,0.163000003,0.28856799,54.68899918,265.5566651
10321,0.158500001,0.295926005,55.08300018,296.6682713
10321.5,0.162900001,0.289092988,54.35300064,267.6890337
10322,0.159899995,0.296451986,52.5699997,298.9954139
10322.5,0.153899998,0.300130993,50.85300064,315.6698079
10323,0.155599996,0.293298006,50.36500168,290.4294049
10323.5,0.158000007,0.28541401,50.64799881,257.6153667
10324,0.160799995,0.29014501,50.66699982,276.9408131
10324.5,0.163499996,0.292773008,50.59400177,288.1489584
10325,0.1602,0.296451986,49.79399872,304.4245691
10325.5,0.156200007,0.300130993,49.36899948,321.4017358
10326,0.162300006,0.291720986,49.60499954,283.6209204
10326.5,0.164100006,0.286991,50.26699829,263.937392
10327,0.164900005,0.283311009,51.26599884,249.3674045
10327.5,0.1611,0.29014501,51.30799866,276.9408131
10328,0.160600007,0.293298006,50.52700043,290.4294049
10328.5,0.158199996,0.295401007,49.9090004,346.5926407
10329,0.160999999,0.295926005,50.44200134,349.3111407
10329.5,0.164399996,0.293298006,52.15299988,335.8665467
10330,0.158199996,0.300130993,53.00699997,371.6844414
10330.5,0.157600001,0.301708013,53.03099823,380.354692
10331,0.150299996,0.31379801,52.60900116,452.1343251
10331.5,0.151700005,0.306964994,52.67300034,410.3907912
10332,0.151199997,0.306964994,51.94900131,410.3907912
10332.5,0.152899995,0.308541,51.23799896,419.7428877
10333,0.154699996,0.307489991,50.20100021,413.4880788
10333.5,0.151899993,0.312745988,50.44900131,445.5027129
10334,0.146599993,0.322733015,51.70600128,557.633673
10334.5,0.148200005,0.312220991,52.20500183,482.0269076
10335,0.147300005,0.309592992,51.85400009,464.428634
10335.5,0.145099998,0.315899998,51.53099823,507.5237789
10336,0.147,0.312220991,51.5359993,482.0269076
10336.5,0.150600001,0.302760005,52.20800018,420.9896996
10337,0.148100004,0.31011799,52.625,467.9039139
10337.5,0.145300001,0.321155995,52.37599945,545.7435367
10338,0.147400007,0.316951007,52.00699997,514.9955187
10338.5,0.1523,0.305913001,51.20999908,440.6248302
10339,0.150800005,0.305388004,49.72900009,437.3073069
10339.5,0.152199999,0.301708013,49.37799835,382.5460808
10340,0.150999993,0.301708013,51.30099869,382.5460808
10340.5,0.151999995,0.303285003,51.9980011,391.4224726
10341,0.152799994,0.303285003,52.83000183,391.4224726
10341.5,0.150399998,0.305388004,51.7120018,403.506302
10342,0.153999999,0.301182985,51.10699844,379.6256513
10342.5,0.1549,0.300130993,51.34700012,373.8258771
10343,0.155699998,0.297502995,51.24599838,359.6363191
10343.5,0.149499998,0.307489991,49.77399826,415.8703625
10344,0.143700004,0.317476988,49.54000092,478.6692687
10344.5,0.144400001,0.314323008,48.58399963,458.0963158
10345,0.150000006,0.307489991,47.86299896,432.2973228
10345.5,0.147799999,0.312745988,47.40499878,484.9399116
10346,0.145400003,0.318002999,48.00299835,521.8450725
10346.5,0.148499996,0.313271999,49.81399918,488.5389403
10347,0.145199999,0.315899998,52.36700058,506.830311
10347.5,0.143999994,0.315375,53.76499939,503.134617
10348,0.144400001,0.31379801,53.68099976,492.1585735
10348.5,0.143600002,0.314848989,53.54700089,499.4527101
10349,0.147200003,0.308016002,52.17499924,453.488909
10349.5,0.149299994,0.306439012,51.74100113,443.3616003
10350,0.150199994,0.308541,51.6629982,456.8997517
10350.5,0.149100006,0.311170012,50.89300156,474.2794188
10351,0.147499993,0.313271999,50.65999985,488.5389403
10351.5,0.147799999,0.311170012,50.08499908,474.2794188
10352,0.147599995,0.31011799,50.32300186,521.1799141
10352.5,0.147699997,0.308541,50.80199814,509.6191381
10353,0.142100006,0.320104986,50.97000122,599.1778896
10353.5,0.140300006,0.323258996,50.69900131,625.5928436
10354,0.142700002,0.320630997,50.83300018,603.5222308
10354.5,0.146599993,0.314848989,50.54000092,557.0820691
10355,0.147100002,0.315375,50.0699997,561.1888143
10355.5,0.140200004,0.329566002,49.27000046,681.1074349
10356,0.142000005,0.324835986,49.11199951,639.1329973
10356.5,0.143700004,0.319579989,49.84500122,594.8660518
10357,0.139899999,0.327464014,51.51300049,662.1994322
10357.5,0.141399995,0.325886995,53.23699951,648.282016
10358,0.143800005,0.321155995,54.19900131,607.882433
10358.5,0.143099994,0.323783994,53.55099869,630.0756527
10359,0.1417,0.328514993,51.88600159,671.6018828
10359.5,0.141200006,0.327989012,49.86700058,703.9243784
10360,0.141599998,0.326413006,48.56100082,689.162932
10360.5,0.141800001,0.323258996,47.52999878,660.3403522
10361,0.142499998,0.321682006,46.10200119,646.2832377
10361.5,0.141900003,0.322733015,45.06299973,655.6258189
10362,0.1417,0.325361013,45.33599854,679.4435231
10362.5,0.139899999,0.330617994,46.27700043,729.0908552
10363,0.141399995,0.326938003,47.91600037,694.0534159
10363.5,0.141900003,0.323783994,49.12200165,665.0721514
10364,0.143700004,0.320104986,49.87099838,632.4582223
10364.5,0.141299993,0.323783994,50.72700119,665.0721514
10365,0.136600003,0.332720012,50.67599869,749.7083864
10365.5,0.137999997,0.329041004,50.58599854,713.912863
10366,0.138799995,0.327989012,50.86800003,703.9243784
10366.5,0.142800003,0.319054008,50.70399857,623.3724548
10367,0.140100002,0.322733015,50.62900162,618.5316056
10367.5,0.138300002,0.325886995,50.20700073,645.5737857
10368,0.137700006,0.326413006,49.66500092,650.1712448
10368.5,0.138899997,0.321682006,49.9129982,609.717612
10369,0.137899995,0.322207987,49.85499954,614.1163896
10369.5,0.136500001,0.323783994,49.48600006,627.4434804
10370,0.141900003,0.31169501,49.44300079,530.7161382
10370.5,0.139599994,0.315899998,50.5019989,562.9493215
10371,0.137400001,0.318527997,51.90599823,583.8488673
10371.5,0.133699998,0.325886995,52.24399948,645.5737857
10372,0.133699998,0.325361013,51.94900131,641.0017453
10372.5,0.135499999,0.320630997,50.54100037,601.0009867
10373,0.137099996,0.316951007,49.89199829,571.2370333
10373.5,0.136500001,0.318002999,50.48699951,579.6265977
10374,0.138500005,0.314323008,51.32300186,550.6886379
10374.5,0.138999999,0.313271999,51.90999985,540.5447243
10375,0.136299998,0.319579989,52.33200073,590.1016446
10375.5,0.136399999,0.319579989,52.36399841,590.1016446
10376,0.134499997,0.323783994,52.7120018,625.0292445
10376.5,0.1338,0.324310005,53.76800156,629.5093862
10377,0.133699998,0.323783994,53.60699844,625.0292445
10377.5,0.134000003,0.321155995,53.02999878,603.0137749
10378,0.136399999,0.315899998,51.67499924,560.7832419
10378.5,0.136299998,0.315375,49.68500137,556.6941365
10379,0.135299996,0.318002999,49.15399933,577.3963498
10379.5,0.133699998,0.322207987,49.75500107,611.7534327
10380,0.133399993,0.320104986,51.0870018,594.378948
10380.5,0.132300004,0.322207987,51.08499908,611.7534327
10381,0.1347,0.316426009,50.41999817,564.9034785
10381.5,0.129700005,0.328514993,49.66600037,666.2228823
10382,0.131400004,0.322207987,50.39799881,611.7534327
10382.5,0.132400006,0.317476988,50.79299927,516.5439854
10383,0.134499997,0.31169501,49.86600113,476.4142465
10383.5,0.135399997,0.310644001,48.92300034,469.3863717
10384,0.137400001,0.309592992,48.45600128,462.4388782
10384.5,0.134599999,0.314323008,49.52399826,494.343196
10385,0.137899995,0.306964994,49.8370018,445.414498
10385.5,0.140100002,0.300657004,49.90800095,406.5249799
10386,0.135700002,0.309592992,49.73799896,462.4388782
10386.5,0.132799998,0.317476988,49.71799851,516.5439854
10387,0.134299994,0.314323008,50.67200089,494.343196
10387.5,0.136600003,0.309592992,51.70000076,462.4388782
10388,0.135399997,0.312220991,52.24000168,479.9617554
10388.5,0.140300006,0.301708013,51.73500061,412.8150481
10389,0.138999999,0.304336011,49.20299912,428.8724215
10389.5,0.135600001,0.314323008,47.0699997,494.343196
10390,0.1338,0.318002999,45.39799881,520.3202785
10390.5,0.1338,0.316426009,46.1570015,540.8423585
10391,0.136800006,0.31011799,47.51499939,494.9846817
10391.5,0.136500001,0.309592992,49.0530014,491.3082638
10392,0.134499997,0.314848989,49.6780014,529.0823441
10392.5,0.137600005,0.308016002,50.01599884,480.3917772
10393,0.133000001,0.319579989,50.23699951,564.9672495
10393.5,0.131699994,0.322207987,50.60200119,585.6968159
10394,0.131799996,0.321155995,50.91899872,577.3294105
10394.5,0.130999997,0.321682006,51.9469986,581.5016026
10395,0.134200007,0.314323008,53.58300018,525.2043216
10395.5,0.131500006,0.321682006,55.02199936,581.5016026
10396,0.132499993,0.319054008,54.77999878,560.8873329
10396.5,0.134399995,0.31379801,52.50600052,521.3554898
10397,0.1338,0.314848989,50.55799866,529.0823441
10397.5,0.134399995,0.31379801,48.88800049,521.3554898
10398,0.132200003,0.316951007,48.25,544.8017965
10398.5,0.129800007,0.319579989,48.31600189,564.9672495
10399,0.130700007,0.319054008,48.99499893,513.2597582
10399.5,0.133200005,0.31379801,49.96500015,477.0847494
10400,0.136999995,0.304336011,50.55099869,416.955237
10400.5,0.1347,0.307489991,50.54199982,436.305861
10401,0.130099997,0.318002999,50.80400085,505.8620096
10401.5,0.132300004,0.313271999,50.60699844,473.5759782
10402,0.1338,0.31169501,50.10699844,463.1760055
10402.5,0.127499998,0.324310005,49.06100082,551.5186995
10403,0.128900006,0.316426009,47.92399979,494.9168966
10403.5,0.131500006,0.309067011,47.76900101,446.237831
10404,0.132400006,0.307489991,47.5340004,436.305861
10404.5,0.134800002,0.302760005,47.98899841,407.5380227
10405,0.135700002,0.302233994,48.73899841,404.4317876
10405.5,0.134299994,0.303811014,49.36100006,413.7997062
10406,0.136999995,0.293823987,49.73099899,357.2058872
10406.5,0.138899997,0.29014501,50.15499878,337.9412312
10407,0.139699996,0.286991,50.66199875,322.0736091
10407.5,0.133699998,0.296451986,51.50600052,329.6795502
10408,0.129099995,0.306964994,51.01900101,384.3118298
10408.5,0.131699994,0.302233994,50.38600159,358.9247231
10409,0.135199994,0.298554987,49.26800156,340.0946953
10409.5,0.1347,0.296977997,48.97200012,332.2611868
10410,0.137999997,0.28856799,50.33499908,292.8091804
10410.5,0.137500003,0.289618999,51.4109993,297.530724
10411,0.134100005,0.294874996,51.51699829,322.0325559
10411.5,0.129600003,0.300657004,51.11399841,350.7572375
10412,0.134900004,0.289618999,50.28300095,297.530724
10412.5,0.136600003,0.291720986,49.61299896,307.1500363
10413,0.136999995,0.296977997,49.43099976,332.2611868
10413.5,0.133300006,0.302233994,48.59700012,358.9247231
10414,0.135199994,0.296451986,47.47499847,329.6795502
10414.5,0.134299994,0.296977997,47.29000092,332.2611868
10415,0.131600007,0.302233994,46.89699936,358.9247231
10415.5,0.132100001,0.300130993,47.6949997,348.065139
10416,0.1329,0.299605995,48.64899826,345.3941734
10416.5,0.133900002,0.296977997,48.86899948,315.6166566
10417,0.135800004,0.295401007,48.72600174,308.3087035
10417.5,0.134800002,0.296977997,48.42499924,315.6166566
10418,0.135700002,0.297502995,49.42200089,318.0790122
10418.5,0.139699996,0.29014501,51.51200104,284.8915552
10419,0.139200002,0.289618999,51.4090004,282.6260065
10419.5,0.138300002,0.292246997,49.05599976,294.0853334
10420,0.133399993,0.300130993,46.24499893,330.6289143
10420.5,0.133000001,0.299605995,44.89899826,328.09175
10421,0.132400006,0.302233994,46.55500031,340.9444906
10421.5,0.132300004,0.303811014,47.56200028,348.8418428
10422,0.1347,0.297502995,47.23699951,318.0790122
10422.5,0.141000003,0.282786012,45.38600159,254.4415145
10423,0.144099996,0.275427014,44.36199951,226.5697143
10423.5,0.140499994,0.284363002,44.79700089,260.7442302
10424,0.1373,0.291720986,46.24599838,291.7634421
10424.5,0.139799997,0.285939992,48.20000076,267.1669121
10425,0.142900005,0.280683011,48.60200119,246.2204201
10425.5,0.142800003,0.281208992,48.5909996,248.25706
10426,0.142900005,0.282260001,47.09199905,205.1905034
10426.5,0.145199999,0.275952995,45.83499908,185.769606
10427,0.147200003,0.272798985,44.95600128,176.6071455
10427.5,0.1514,0.265439987,44.75099945,156.5857003
10428,0.152400002,0.264389008,44.69900131,153.8760789
10428.5,0.156800002,0.258080989,45.30500031,138.3651228
10429,0.152500004,0.266490996,45.77600098,159.3321234
10429.5,0.158399999,0.255979002,46.02000046,133.4747967
10430,0.159500003,0.253876001,45.95100021,128.7168553
10430.5,0.149000004,0.271748006,46.15200043,173.6329652
10431,0.143000007,0.281735003,46.41500092,203.5165454
10431.5,0.145099998,0.279632002,46.81600189,196.9166356
10432,0.144800007,0.282260001,47.93399811,205.1905034
10432.5,0.148200005,0.274901003,48.67499924,182.6736868
10433,0.155100003,0.260710001,50.35300064,144.6751732
10433.5,0.152799994,0.262811989,51.06399918,149.8783585
10434,0.149599999,0.268067986,51.79800034,163.5226641
10434.5,0.145099998,0.275427014,51.75500107,184.2166647
10435,0.144099996,0.278055012,50.78099823,192.0770036
10435.5,0.145199999,0.277004004,49.7519989,188.9029634
10436,0.150399998,0.268067986,47.89099884,171.5045649
10436.5,0.147699997,0.272798985,47.00299835,185.2277285
10437,0.140900001,0.286991,47.7480011,231.5358906
10437.5,0.145400003,0.278580993,47.55799866,203.1348431
10438,0.145899996,0.279105991,47.56800079,204.824639
10438.5,0.144700006,0.281735003,46.64899826,213.4506349
10439,0.148000002,0.275427014,46.64899826,193.2086852
10439.5,0.156299993,0.259133011,48.17499924,147.7399545
